question,reference_answer,answer,score,dataset,dataset_num,normalized_score,before,score_bin
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,emas telur mengandung banyak vitamin telur mengandung nutrisi emas telur mengandung 1 33gram,9,analisis_essay,analisis_essay-2,0.09,kuning telur mengandung banyak vitamin telur mengandung nutrisi kuning telur mengandung 1 33gram,0-9
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,pertarungan tim ganda putra ganda putri ganda campuran tunggal putra tunggal putri,90,analisis_essay,analisis_essay-19,0.9,ganda putra ganda putri ganda campuran single putra single putri,80-89
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,parkour adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan secepat cepatnya menggunakan prinsip kemampuan badan manusia,50,analisis_essay,analisis_essay-20,0.5,parkour adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan secepat cepatnya menggunakan prinsip kemampuan badan manusia,40-49
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani dapat diartikan sebagai suatu masyarakat yang beradab dalam membangun menjalani dan mamaknai kehidupannya,47,analisis_essay,analisis_essay-26,0.47,masyarakat madani dapat diartikan sebagai suatu masyarakat yang beradab dalam membangun menjalani dan mamaknai kehidupannya,40-49
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,jaringan yang memanfaatkan kabel ftp atau utp arsitektur star arsitektur bus dan arsitektur tree,46,analisis_essay,analisis_essay-39,0.46,jaringan yang menggunakan kabel ftp atau utp topologi star topologi bus dan topologi tree,40-49
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah masyarakat yang makmur dan damai serta bisa memenuhi kebutuhanya sendiri,23,analisis_essay,analisis_essay-26,0.23,masyarakat madani adalah masyarakat yang makmur dan damai serta bisa memenuhi kebutuhanya sendiri,20-29
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 buatlah list barang apa saja yang harus dibeli 2 utamakan kebutuhan daripada keinginan 3 bandingkan dulu komposisi kualitas dan kuantitas barang sebelum dibeli 4 jangan mudah tergiur barang barang diskon 5 teliti barang sebelum membeli 6 pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran,Buatlah daftar barang apa saja yang perlu kamu **peroleh**. Letakkan daftar barang yang paling **utama** paling kamu **butuhkan** hingga kebutuhan **tambahan** di paling bawah. Kalau kamu sudah memiliki anak utamakan kebutuhan anak kamu terlebih dahulu terlebih susu dan popok bayi kalau buah hati kamu masih kecil bandingkan dulu komposisi kualitas dan kuantitas barang sebelum kamu beli tidak perlu malu untuk menghabiskan beberapa detik di rak untuk membandingkan jangan mudah tergiur barang barang diskon hitunglah keuangan kamu dengan teliti dan sesuaikan dengan kebutuhan kamu kalau kamu masih punya stok barang tersebut di rumah dan harga barang tersebut sangat miring tempatkan barang tersebut di list belanja paling akhir kalau memang kamu memiliki budget lebih ya ambil saja barang tersebut ladies pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran pilihlah sesuai usia pemakaian barang dengan begini kamu tidak perlu membeli barang kebutuhan dalam jumlah besar namun ternyata mubazir karena tak terpakai selalu bawa catatan dan bolpen di samping kamu dengan begini kamu bisa memberi harga pada setiap barang yang kamu beli cara ini bisa digunakan untuk menghindari kecurangan toko dan kamu pun dapat memperkirakan budget yang harus kamu keluarkan,68,analisis_essay,analisis_essay-5,0.68,buatlah list barang apa saja yang harus anda beli letakkan daftar barang yang paling primer paling anda butuhkan hingga kebutuhan sekunder di paling bawah kalau anda sudah memiliki anak utamakan kebutuhan anak anda terlebih dahulu terlebih susu dan popok bayi kalau buah hati anda masih kecil bandingkan dulu komposisi kualitas dan kuantitas barang sebelum anda beli tidak perlu malu untuk menghabiskan beberapa detik di rak untuk membandingkan jangan mudah tergiur barang barang diskon hitunglah keuangan anda dengan teliti dan sesuaikan dengan kebutuhan anda kalau anda masih punya stok barang tersebut di rumah dan harga barang tersebut sangat miring tempatkan barang tersebut di list belanja paling akhir kalau memang anda memiliki budget lebih ya ambil saja barang tersebut ladies pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran pilihlah sesuai usia pemakaian barang dengan begini anda tidak perlu membeli barang kebutuhan dalam jumlah besar namun ternyata mubazir karena tak terpakai selalu bawa catatan dan bolpen di samping anda dengan begini anda bisa memberi harga pada setiap barang yang anda beli cara ini bisa digunakan untuk menghindari kecurangan toko dan anda pun dapat memperkirakan budget yang harus anda keluarkan,60-69
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,delete bokir tidak usah buat,1,analisis_essay,analisis_essay-35,0.01,delete bokir tidak usah buat,0-9
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pemrosesan informasi adalah data yang telah diproses menjadi sebuah bentuk yang berarti bagi penerima dan berguna dalam pengambilan keputusan baik untuk saat ini maupun yang akan mendekat informasi adalah sesuatu yang dapat diketahui namun ada pula yang menekankan informasi sebagai transmisi pengetahuan,57,analisis_essay,analisis_essay-34,0.57,data adalah sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan informasi adalah data yang telah diolah menjadi sebuah bentuk yang berarti bagi penerima dan bermanfaat dalam pengambilan keputusan baik untuk saat ini maupun yang akan datang informasi adalah sesuatu yang dapat diketahui namun ada pula yang menekankan informasi sebagai transfer pengetahuan,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo lahir portugal 5 februari 1985 kewarganegaraan portugal klub saat ini real madrid klub sebelumnya manchester united nomor 7 julukannya cr7,67,analisis_essay,analisis_essay-16,0.67,cristiano ronaldo lahir portugal 5 februari 1985 kebangsaan portugal klub saat ini real madrid klub sebelumnya manchester united no 7 julukannya cr7,60-69
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,rotis 1 6 kue tart 2 0 2 1 puding 2 2 2 2 3 biskuit 2 3 2 3 7 madu 3 0 3 2 6 es krim sandwich 4 0 4 0 4 permen jelly 4 1 4 3 cokelat kitkat 4 4,67,analisis_essay,analisis_essay-38,0.67,donut 1 6 eclair 2 0 2 1 froyo 2 2 2 2 3 gingerbread 2 3 2 3 7 honeycomb 3 0 3 2 6 ice cream sandwich 4 0 4 0 4 jelly bean 4 1 4 3 kitkat 4 4,60-69
Apa yang dimaksud dengan makanan 4 sehat 5 sempurna?,makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955 dalam konsep 4 sehat 5 sempurna makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok lauk pauk sayur sayuran buah buahan dan disempurnakan dengan susu jika dilihat dari kandungannya makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat protein mineral vitamin dan lemak tak jenuh,makanan yang gizi dan asupanya diperlukan oleh tubuh yang mengandung serat karbohidrat protein mineral vitamin dan susu,33,analisis_essay,analisis_essay-9,0.33,makanan yang gizi dan asupanya diperlukan oleh tubuh yang mengandung serat karbohidrat protein mineral vitamin dan susu,30-39
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi borobudur merupakan salah satu peninggalan sejarah yang masuk dalam keajaiban dunia letak candi borobudur berada di propinsi jawa tengah lebih tepatnya berada di kabupaten magelang lokasinya yang hanya berada pada kurang lebih 15 kilometer saja dari daerah istimewa yogyakarta menjadikannya lebih dikenal sebagai candi borobudur yogyakarta daripada jawa tengah letaknya berada di atas bukit menoreh da dikelilingi oleh beberapa gunung besar seperti gunung merbabu gunung merapi gunung sindoro dan gunung sumbing letaknya juga hanya sekitar 3 kilometer dari candi mendut mengenai pembangunan diduga candi borobudur dirancang oleh seorang arsitek terkenal pada masa itu bernama gunadharma dan diperkirakan candi ini pembangunannya selesai ketika dinasti syailendra dengan rajanya pada masa itu raja samaratungga memerintah,52,analisis_essay,analisis_essay-7,0.52,candi borobudur merupakan salah satu peninggalan sejarah yang masuk dalam keajaiban dunia letak candi borobudur berada di propinsi jawa tengah lebih tepatnya berada di kabupaten magelang lokasinya yang hanya berada pada kurang lebih 15 kilometer saja dari daerah istimewa yogyakarta menjadikannya lebih dikenal sebagai candi borobudur yogyakarta daripada jawa tengah letaknya berada di atas bukit menoreh da dikelilingi oleh beberapa gunung besar seperti gunung merbabu gunung merapi gunung sindoro dan gunung sumbing letaknya juga hanya sekitar 3 kilometer dari candi mendut mengenai pembangunan diduga candi borobudur dirancang oleh seorang arsitek terkenal pada masa itu bernama gunadharma dan diperkirakan candi ini pembangunannya selesai ketika dinasti syailendra dengan rajanya pada masa itu raja samaratungga memerintah,50-59
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan dan lain lain diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 08 1945 wakil wakil bangsa indonesia,93,analisis_essay,analisis_essay-22,0.93,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan dan lain lain diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 08 1945 wakil wakil bangsa indonesia,90-99
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,butir telur bagus untuk kesehatan mata butir telur mengandung kolin yang baik untuk kesehatan otak butir telur bagus untuk rambut dan kuku sumber protein,33,analisis_essay,analisis_essay-2,0.33,telur baik untuk kesehatan mata telur mengandun kolin yang baik untuk kesehatan otak telur baik untuk rambut dan kuku sumber protein,30-39
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,meningkatkan kesehatan menyegarkan pikiran melenturkan anggota badan menyegarkan organ vital melancarkan sirkulasi darah,32,analisis_essay,analisis_essay-11,0.32,menyehatkan badan menyegarkan fikiran melenturkan otot menyegarkan organ tubuh melancarkan peredaran darah,30-39
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,memuluskan dalam pertukaran barang dagangan,19,analisis_essay,analisis_essay-32,0.19,mempermudah dalam transaksi jual beli,10-19
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,sering menyampaikan arahan membimbing sejak dini,13,analisis_essay,analisis_essay-8,0.13,sering memberi nasihat mengajari di siplit sejak dini,10-19
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,Kerajaan Majapahit adalah sebuah kerajaan yang berpusat di Jawa Timur Indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaan menjadi kemuliaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan Hayam Wuruk yang berkuasa dari tahun 1350 hingga 1389,51,analisis_essay,analisis_essay-23,0.51,majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaan menjadi kemaharajaaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389,50-59
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,demokrasi berasal dari kata demos dan kratos demokrasi berarti pemerintahan dari rakyat oleh rakyat dan untuk rakyat disini rakyat menjadi tokoh utama dalam menjalankan pemerintahan dalam hal ini masyarakat berperan pada segala bidang baik dipemerintahan maupun bukan masyarakat secara tidak langsung juga ikut dalam pemerintahan demokrasi,29,analisis_essay,analisis_essay-25,0.29,demokrasi berasal dari kata demos dan kratos demokrasi berarti pemerintahan dari rakyat oleh rakyat dan untuk rakyat disini rakyat menjadi tokoh utama dalam menjalankan pemerintahan dalam hal ini masyarakat berperan pada segala bidang baik dipemerintahan maupun bukan masyarakat secara tidak langsung juga ikut dalam pemerintahan demokrasi,20-29
Bagaimana hubungan berfikir positif terhadap pola hidup sehat?,otak merupakan bagian terpenting dari tubuh manusia segala aktivitas akan dikoordinasikan dengan otak sebelum dijalankan oleh bagian tubuh pikiran positif akan menghindarkan anda dari stres meningkatkan rasa percaya diri serta menjaga kinerja organ tubuh lainnya tetap maksimal,jika seseorang selalu berpikiran positif maka kemungkinan untuk menjaga kesehatan tubuh lebih besar dengan demikian orang yang selalu berpikiran positif akan terlihat lebih sehat dan jarang terkena penyakit,25,analisis_essay,analisis_essay-10,0.25,jika seseorang selalu berpikiran positif maka kemungkinan untuk menjaga kesehatan tubuh lebih besar dengan demikian orang yang selalu berpikiran positif akan terlihat lebih sehat dan jarang terkena penyakit,20-29
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,menghidupkan kembali memisahkan materi yang berisiko dan toksik atau b3,33,analisis_essay,analisis_essay-35,0.33,mendaur ulang memisahkan bahan bahan yang berbahaya dan beracun atau b3,30-39
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan perasaan yang menyakitkan hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia,40,analisis_essay,analisis_essay-6,0.4,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan perasaan yang menyakitkan hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia,30-39
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,perdata hukum yang mengatur antar pribadi pidana hukum tertulis berlaku untuk seluruh warga negara yang tinggal di negara tersebut,70,analisis_essay,analisis_essay-27,0.7,perdata hukum yang mengatur antara individu dengan individu pidana hukum tertulis berlaku untuk seluruh rakyat yang tinggal di negara tersebut,60-69
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat sipil adalah masyarakat yang berakhlak mulia dalam meniti dan memahami kehidupan mereka dan masyarakat sipil juga merupakan sebuah organisasi sosial yang membela anggotanya dari terealisasi kekuasaan negara yang berlebihan,43,analisis_essay,analisis_essay-26,0.43,masyarakat madani adalah masyarakat yang beradab dalam membangun menjalani dan memaknai hidupnya dan masyarakat madani juga merupakaan kelembagaan sosial yang melindungi warganya dari perwujudan kekuasaan negara yang berlebihan,40-49
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,Perangkat keras adalah peralatan contoh monitor keyboard mouse printer scanner stop kontak proyektor baterai joystick mikrokontroler minimum sistem harddisk cd rom dvd rom prosesor memori rom kartu jaringan kartu suara televisi kabel,53,analisis_essay,analisis_essay-33,0.53,hardware adalah perangkat keras contoh monitor keyboar mouse printer scanner stop kontak proyektor baterai joystick microkontroller minimum system hardisk cd rom dvd rom prosessor ram rom lan card sound card tv cable,50-59
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,penilaian dari negara lain terhadap suatu negara merupakan bagian utama pembuat hukum negara,71,analisis_essay,analisis_essay-29,0.71,pengakuan dari negara lain terhadap suatu negara unsur merdeka memiliki wilayah peraturan negara,70-79
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,Indonesia Malaysia Kamboja Brunei Darussalam Thailand Vietnam Filipina Laos Myanmar Singapura,93,analisis_essay,analisis_essay-30,0.93,indonesia singapore kamboja brunei darussalam thailand vietnam malaysia laos philipina myanmar,90-99
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,lahir di portugal kebangsaan portugal real madrid dahulu di manchester united nomor punggung 7 cr7,46,analisis_essay,analisis_essay-16,0.46,lahir di portugal kebangsaan portugal real madrid dahulu di manchester united nomor punggung 7 cr7,40-49
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,yakni puding 1 5 kue bolu 1 6 pastel 2 0 2 1 yogurt 2 2 2 2 3 kue jahe 2 3 2 3 7 sarang lebah 3 0 3 2 6 kue es krim sandwich 4 0 4 0 4 jelly bean 4 1 4 3 dan cokelat batangan 4 4 android lollipop 5 0,77,analisis_essay,analisis_essay-38,0.77,yakni cupcake 1 5 donut 1 6 eclair 2 0 2 1 froyo 2 2 2 2 3 gingerbread 2 3 2 3 7 honeycomb 3 0 3 2 6 ice cream sandwich 4 0 4 0 4 jelly bean 4 1 4 3 dan kitkat 4 4 android lollipop 5 0,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum yangt tertulis dan tidak tertulis,22,analisis_essay,analisis_essay-27,0.22,hukum yangt tertulis dan tidak tertulis,20-29
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l di selenggarakan dengan cara seksama dalam temppo yang sesingkat singkatnya,70,analisis_essay,analisis_essay-22,0.7,kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l di selenggarakan dengan cara seksama dalam temppo yang sesingkat singkatnya,60-69
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah sumber dari informasi informasi kumpulan data yang bermakkna pengetahuan adalah ilmu yang di dapatkan adari informasi,43,analisis_essay,analisis_essay-34,0.43,data adalah sumber dari informasi informasi kumpulan data yang bermakkna pengetahuan adalah ilmu yang di dapatkan adari informasi,40-49
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonis hedonism adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup seperti lebih banyak menghabiskan waktu diluar rumah lebih banyak bermain senang pada keramaian kota senang membeli barang mahal yang disenanginya serta selalu ingin menjadi pusat perhatian,hedonism adalah gaya hidup yang sulit dimengerti oleh orang seperti saya,9,analisis_essay,analisis_essay-6,0.09,hedonism adalah gaya hidup yang sulit dimengerti oleh orang seperti saya,0-9
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,air kolamnya bersih,26,analisis_essay,analisis_essay-18,0.26,air kolamnya bersih,20-29
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah masyarakt yang beradap menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,93,analisis_essay,analisis_essay-26,0.93,masyarakat madani adalah masyarakt yang beradap menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,90-99
Apa yang anda ketahui mengenai cagar sejarah Candi Borobudur?,borobudur adalah sebuah candi buddha yang terletak di borobudur magelang jawa tengah indonesia lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang 86 km di sebelah barat surakarta dan 40 km di sebelah barat laut yogyakarta candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno,candi borobudur yang ini dibangun pada tahun 780 masehi,11,analisis_essay,analisis_essay-7,0.11,candi borobudur yang ini dibangun pada tahun 780 masehi,10-19
Apakah yang dimaksud dengan block dalam permainan bola voli dan posisi apa yang biasanya melakukan hal tersebut? ,block adalah upaya menggagalkan serangan smash dari pihak lawan dengan cara membendung bola di atas jaring sambil meloncat biasanya menggunakan kedua tangan block dilakukan pada posisi sebagai libero,untuk menghadang serangan dari spike lawan adalah blocker atau middle blocker,27,analisis_essay,analisis_essay-14,0.27,untuk menghadang serangan dari spike lawan adalah blocker atau middle blocker,20-29
